year,decade,month,month_name,state,species,activity,body_part,injury,provoked,gender,time_block,time_order,latitude,longitude
2023,2020s,7,Jul,Western Australia,Tiger Shark,Spearfishing,,Uninjured,Provoked,Male,Late Afternoon,5,-23.1807,113.7622
2023,2020s,7,Jul,Western Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-33.99029,114.99136
2023,2020s,7,Jul,Western Australia,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-33.639823,115.023584
2023,2020s,8,Aug,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-31.4763,152.9337
2023,2020s,9,Sep,New South Wales,Other,Boarding,Other,Uninjured,Unprovoked,Male,Late Afternoon,5,-31.5672,159.07338
2023,2020s,10,Oct,South Australia,White Shark,Boarding,Leg/Foot,Fatal,Unprovoked,Male,Morning,3,-32.8812,134.0802
2023,2020s,11,Nov,Western Australia,Other,Spearfishing,,Non-Fatal,Provoked,,,99,-21.60092,114.5091
2023,2020s,11,Nov,South Australia,White Shark,Snorkelling,Head/Neck,Non-Fatal,Unprovoked,Female,,99,-35.1497,138.4667
2023,2020s,10,Oct,South Australia,White Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,,99,-37.4819,140.0158
2023,2020s,11,Nov,Queensland,,Diving,Arm/Hand,Non-Fatal,Provoked,,,99,-14.06549,144.26335
2023,2020s,11,Nov,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Female,Evening,6,-33.469803,151.43704
2023,2020s,12,Dec,Queensland,Bull Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-24.1516,151.8872
2023,2020s,12,Dec,Western Australia,Whaler Shark,Other,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-30.824859,115.190853
2023,2020s,12,Dec,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-31.9715,152.5922
2023,2020s,12,Dec,South Australia,White Shark,Boarding,,Fatal,Unprovoked,Male,Early Afternoon,4,-35.2502,136.8269
2024,2020s,1,Jan,South Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-33.6631,134.8967
2024,2020s,1,Jan,New South Wales,Wobbegong,Standing in Water,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-28.5429,153.5582
2024,2020s,1,Jan,New South Wales,Bull Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Evening,6,-33.86965,151.229
2024,2020s,2,Feb,Western Australia,Bull Shark,Standing in Water,Leg/Foot,Non-Fatal,Unprovoked,Female,Morning,3,-30.210985,114.98928
2024,2020s,3,Mar,Queensland,Tiger Shark,Swimming,Torso,Non-Fatal,Unprovoked,Female,Late Afternoon,5,-24.8055,152.4572
2024,2020s,4,Apr,South Australia,White Shark,Fishing,Leg/Foot,Non-Fatal,Provoked,Male,Early Afternoon,4,-34.94448,138.50025
2024,2020s,4,Apr,Western Australia,Tiger Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-21.799839,114.114785
2024,2020s,4,Apr,Western Australia,,Other,,Uninjured,Unprovoked,,Late Afternoon,5,-32.274963,115.714212
2024,2020s,5,May,Western Australia,White Shark,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-33.88799,121.841715
2024,2020s,6,Jun,Western Australia,,Spearfishing,,Non-Fatal,Provoked,Male,Late Afternoon,5,-18.444584,121.836412
2024,2020s,7,Jul,Western Australia,Whaler Shark,Spearfishing,,Non-Fatal,Provoked,,Morning,3,-23.304411,113.775002
2024,2020s,7,Jul,Western Australia,,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-31.87798,115.750698
2024,2020s,7,Jul,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-31.42332,152.9153
2024,2020s,7,Jul,Western Australia,Other,Snorkelling,,Non-Fatal,Unprovoked,Female,Late Afternoon,5,-28.71381,113.77736
2024,2020s,10,Oct,New South Wales,Wobbegong,Diving,Torso,Non-Fatal,Unprovoked,Female,,99,-30.8744,153.0632
2024,2020s,12,Dec,Western Australia,Wobbegong,Boarding,,Non-Fatal,Provoked,Male,Morning,3,-28.863762,114.634714
2024,2020s,12,Dec,Queensland,,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,,99,-23.7554,151.3139
2024,2020s,12,Dec,Western Australia,,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-32.604358,115.628533
2024,2020s,12,Dec,Queensland,,Spearfishing,Head/Neck,Fatal,Provoked,Male,Late Afternoon,5,-23.2129,150.9674
2025,2020s,1,Jan,South Australia,White Shark,Boarding,,Fatal,Unprovoked,,,99,-32.8812,134.0802
2025,2020s,1,Jan,Western Australia,White Shark,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-34.880263,118.402923
2025,2020s,2,Feb,Queensland,Bull Shark,Swimming,,Fatal,Unprovoked,Female,Late Afternoon,5,-27.0615,153.2023
2025,2020s,2,Feb,Queensland,Whaler Shark,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-27.1645,153.3699
2025,2020s,2,Feb,Western Australia,Bull Shark,Other,,Uninjured,Unprovoked,Female,,99,-32.0211,115.7816
2025,2020s,2,Feb,Victoria,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-38.3432,141.6092
2025,2020s,3,Mar,New South Wales,Wobbegong,Swimming,,Non-Fatal,Unprovoked,,,99,-28.6392,153.6265
2025,2020s,3,Mar,New South Wales,Bull Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Early Afternoon,4,-34.0809,151.1562
2025,2020s,3,Mar,Western Australia,White Shark,Boarding,,Fatal,Unprovoked,Male,Early Afternoon,4,-33.9399,122.5591
2025,2020s,3,Mar,Western Australia,Wobbegong,Swimming,,Non-Fatal,Unprovoked,Male,,99,-33.6398,115.0235
2025,2020s,3,Mar,Western Australia,Other,Fishing,,Non-Fatal,Provoked,Male,Evening,6,-21.8271,114.1775
2025,2020s,3,Mar,Western Australia,Whaler Shark,Spearfishing,,Non-Fatal,Provoked,Male,,99,-21.7856,114.1647
2025,2020s,3,Mar,Western Australia,Tiger Shark,Swimming,,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-32.0392,115.7389
2025,2020s,4,Apr,New South Wales,Bull Shark,Other,,Uninjured,Unprovoked,,,99,-33.8603,151.1626
2025,2020s,4,Apr,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-28.8608,153.5977
2025,2020s,5,May,South Australia,White Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-35.1502,138.4659
2025,2020s,6,Jun,New South Wales,Whaler Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-28.3355,153.5758
